file,PAC Name (Affiliate),Country of Origin/Parent Company,Total,Dems,Repubs
"data/Foreign Connected PACs, 2019-2020.csv",Samsung Electronics America,South Korea/Samsung Group,"$297,000","$171,000","$126,000"
"data/Foreign Connected PACs, 2019-2020.csv",Sanofi US (Sanofi),France/Sanofi,"$298,500","$114,000","$184,500"
"data/Foreign Connected PACs, 2019-2020.csv",Santander Bank (Banco Santander),Spain/Banco Santander,"$114,500","$53,000","$61,500"
"data/Foreign Connected PACs, 2019-2020.csv",SAP America,Germany/SAP SE,"$30,500","$21,000","$9,500"
"data/Foreign Connected PACs, 2019-2020.csv",Schwan's Co,South Korea/CJ CheilJedang,"$194,000","$71,000","$123,000"
"data/Foreign Connected PACs, 2019-2020.csv",Securitas Security Services USA,Sweden/Securitas AB,$0,$0,$0
"data/Foreign Connected PACs, 2019-2020.csv",Serco Inc,UK/Serco Group,"$141,500","$71,500","$70,000"
"data/Foreign Connected PACs, 2019-2020.csv",Shell Oil,Netherlands/Royal Dutch Shell,"$5,000","$1,000","$4,000"
"data/Foreign Connected PACs, 2019-2020.csv",Shire Holdings US (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"($12,500)","($1,500)","($11,000)"
"data/Foreign Connected PACs, 2019-2020.csv",Siemens Corp,Germany/Siemens AG,"$127,250","$76,750","$50,500"
"data/Foreign Connected PACs, 2019-2020.csv",Smith & Nephew,UK/Smith & Nephew Plc,"$93,500","$39,000","$54,500"
"data/Foreign Connected PACs, 2019-2020.csv",Smithfield Foods,China/WH Group,"$95,500","$25,000","$70,500"
"data/Foreign Connected PACs, 2019-2020.csv",Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$65,500","$30,500","$35,000"
"data/Foreign Connected PACs, 2019-2020.csv",Sodexo Inc,France/Sodexo,"$3,000",$0,"$3,000"
"data/Foreign Connected PACs, 2019-2020.csv",Solvay America,Belgium/Solvay SA,"$34,000","$12,500","$21,500"
"data/Foreign Connected PACs, 2019-2020.csv",Sony Music Entertainment (Sony Corp),Japan/Sony Corp,"$12,500","$7,500","$5,000"
"data/Foreign Connected PACs, 2019-2020.csv",Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$93,500","$63,000","$30,500"
"data/Foreign Connected PACs, 2019-2020.csv",Spark Therapeutics (Roche Holdings),Switzerland/Roche Holdings,"$11,500","$4,500","$7,000"
"data/Foreign Connected PACs, 2019-2020.csv",SSAB Americas,Sweden/SSAB AB,"$27,000","$7,500","$19,500"
"data/Foreign Connected PACs, 2019-2020.csv",Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,"$3,500",$0,"$3,500"
"data/Foreign Connected PACs, 2019-2020.csv",Steris Corp,Ireland/Steris PLC,"$72,750","$12,500","$60,250"
"data/Foreign Connected PACs, 2019-2020.csv",SUEZ Water,France/SUEZ Environnement,"$5,500","$4,500","$1,000"
"data/Foreign Connected PACs, 2019-2020.csv",Sun Life Financial (Sun Life Financial),Canada/Sun Life Financial,"$112,500","$66,500","$43,500"
"data/Foreign Connected PACs, 2019-2020.csv",Sunovion Pharmaceuticals (Sumitomo Chemical),Japan/Sumitomo Chemical,"$88,000","$41,000","$47,000"
"data/Foreign Connected PACs, 2019-2020.csv",Sunpower Corp,France/Total SA,"$24,000","$23,500",$500
"data/Foreign Connected PACs, 2019-2020.csv",Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$3,500",$0,"$3,500"
"data/Foreign Connected PACs, 2019-2020.csv",Swiss Re America,Switzerland/Swiss Reinsurance,"$30,500","$17,500","$13,000"
"data/Foreign Connected PACs, 2019-2020.csv",Syngenta Corp,China/ChemChina,"$143,000","$61,000","$82,000"
"data/Foreign Connected PACs, 2019-2020.csv",Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$136,000","$66,000","$70,000"
"data/Foreign Connected PACs, 2019-2020.csv",Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$14,750","$3,500","$11,250"
"data/Foreign Connected PACs, 2019-2020.csv",TD Bank USA,Canada/Toronto-Dominion Bank,"$171,200","$80,200","$91,000"
"data/Foreign Connected PACs, 2019-2020.csv",TE Connectivity,Switzerland/TE Connectivity,"$114,500","$61,000","$53,500"
"data/Foreign Connected PACs, 2019-2020.csv",TECO Energy,Canada/Emera Inc,"$31,000","$8,500","$22,500"
"data/Foreign Connected PACs, 2019-2020.csv",Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$77,300","$44,300","$33,000"
"data/Foreign Connected PACs, 2019-2020.csv",Toyota Motor North America,Japan/Toyota Motor Corp,"$1,161,642","$583,000","$578,642"
"data/Foreign Connected PACs, 2019-2020.csv",Trane Technologies,Ireland/Trane Technologies,"$6,800","$2,000","$4,800"
"data/Foreign Connected PACs, 2019-2020.csv",TransAmerica,Netherlands/Aegon NV,"$504,000","$243,500","$259,500"
"data/Foreign Connected PACs, 2019-2020.csv",Transcanada USA Services (TC Energy),Canada/TC Energy,"$142,500","$58,500","$84,000"
"data/Foreign Connected PACs, 2019-2020.csv",Travelport Inc,UK/Travelport Ltd,$0,$0,$0
"data/Foreign Connected PACs, 2019-2020.csv",UBS Americas,Switzerland/UBS AG,"$1,615,000","$802,500","$812,500"
"data/Foreign Connected PACs, 2019-2020.csv",UCB Inc (UCB SA),Belgium/UCB SA,"$35,000","$13,500","$21,500"
"data/Foreign Connected PACs, 2019-2020.csv",Ultra Electronics USA,UK/Ultra Electronics,"$41,500","$14,000","$27,500"
"data/Foreign Connected PACs, 2019-2020.csv",Universal Music Group (Vivendi),France/Vivendi,"$128,750","$73,000","$55,750"
"data/Foreign Connected PACs, 2019-2020.csv",Valent USA (Sumitomo Chemical),Japan/Sumitomo Chemical,"$14,000","$8,500","$5,500"
"data/Foreign Connected PACs, 2019-2020.csv",VNA Holding (AB Volvo),Sweden/AB Volvo,"$112,500","$48,000","$64,500"
"data/Foreign Connected PACs, 2019-2020.csv",VT Halter Marine,Singapore/ST Engineering,"$11,200",$0,"$11,200"
"data/Foreign Connected PACs, 2019-2020.csv",Washington Gas Light Co (AltaGas Ltd),Canada/AltaGas Ltd,"$25,500","$18,500","$7,000"
"data/Foreign Connected PACs, 2019-2020.csv",Westinghouse Electric (Brookfield Asset Management),Canada/Brookfield Asset Management,"$43,500","$8,000","$35,500"
"data/Foreign Connected PACs, 2019-2020.csv",Wexler & Walker Public Policy Assoc (WPP plc),UK/WPP plc,$0,$0,$0
"data/Foreign Connected PACs, 2019-2020.csv",WSP USA,Canada/WSP Global,"$147,250","$108,750","$38,500"
"data/Foreign Connected PACs, 2019-2020.csv",XL America (AXA),France/AXA,$0,$0,$0
"data/Foreign Connected PACs, 2019-2020.csv",ZF Automotive US (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"$24,500","$14,500","$10,000"
"data/Foreign Connected PACs, 2019-2020.csv",Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$267,500","$143,000","$124,500"
"data/Foreign Connected PACs, 2021-2022.csv",Accenture (Accenture),Ireland/Accenture plc,"$3,000",$0,"$3,000"
"data/Foreign Connected PACs, 2021-2022.csv",Acreage Holdings,Canada/Acreage Holdings,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Air Liquide America,France/L'Air Liquide SA,"$17,300","$14,800","$2,500"
"data/Foreign Connected PACs, 2021-2022.csv",Airbus Group,Netherlands/Airbus Group,"$193,500","$82,500","$111,000"
"data/Foreign Connected PACs, 2021-2022.csv",Alexion Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$186,250","$104,000","$82,250"
"data/Foreign Connected PACs, 2021-2022.csv",Alkermes Inc,Ireland/Alkermes Plc,"$84,500","$34,500","$50,000"
"data/Foreign Connected PACs, 2021-2022.csv",Allianz of America (Allianz),Germany/Allianz AG Holding,"$31,500","$20,500","$11,000"
"data/Foreign Connected PACs, 2021-2022.csv",AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,"$2,525",$0,"$2,525"
"data/Foreign Connected PACs, 2021-2022.csv",Anheuser-Busch (Anheuser-Busch InBev),Belgium/Anheuser-Busch InBev,"$457,500","$218,000","$239,500"
"data/Foreign Connected PACs, 2021-2022.csv",AON Corp (AON plc),UK/AON PLC,"$98,500","$52,000","$46,500"
"data/Foreign Connected PACs, 2021-2022.csv",APL Maritime (CMA CGM),France/CMA CGM SA,"$19,000","$8,000","$11,000"
"data/Foreign Connected PACs, 2021-2022.csv",Aptiv PLC,Ireland/Aptiv PLC,"$10,350","$5,350","$5,000"
"data/Foreign Connected PACs, 2021-2022.csv",Arcadis US (Arcadis NV),Netherlands/Arcadis NV,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",ArcelorMittal,Luxembourg/ArcelorMittal,"$21,500","$14,000","$7,500"
"data/Foreign Connected PACs, 2021-2022.csv",Arch Capital Group (US),UK/Arch Capital Group,"$8,500","$5,500","$3,000"
"data/Foreign Connected PACs, 2021-2022.csv",Arkema Inc,France/Arkema,"$51,500","$27,000","$24,500"
"data/Foreign Connected PACs, 2021-2022.csv",Ashton Woods Homes,Canada/Great Gulf Group,"$2,500",$0,"$2,500"
"data/Foreign Connected PACs, 2021-2022.csv",Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK/Assured Guaranty Ltd,"$112,100","$55,500","$56,600"
"data/Foreign Connected PACs, 2021-2022.csv",Astellas US,Japan/Astellas Pharma,"$145,500","$63,500","$82,000"
"data/Foreign Connected PACs, 2021-2022.csv",AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$310,750","$128,500","$182,250"
"data/Foreign Connected PACs, 2021-2022.csv",Atkins North America,Canada/SNC-Lavalin,"$18,000","$5,000","$13,000"
"data/Foreign Connected PACs, 2021-2022.csv",Austal USA,Australia/Austal Ltd,"$50,200","$5,000","$45,200"
"data/Foreign Connected PACs, 2021-2022.csv",Avangrid Inc (Iberdrola SA),Spain/Iberdrola SA,"$155,000","$103,000","$52,000"
"data/Foreign Connected PACs, 2021-2022.csv",Bacardi USA,UK/Bacardi Ltd,"$46,200","$19,500","$25,700"
"data/Foreign Connected PACs, 2021-2022.csv",BAE Systems (BAE Systems),UK/BAE Systems,"$739,500","$320,000","$419,500"
"data/Foreign Connected PACs, 2021-2022.csv",Barclays Group US,UK/Barclays plc,"$123,000","$49,500","$73,500"
"data/Foreign Connected PACs, 2021-2022.csv",Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$14,500","$11,000","$3,500"
"data/Foreign Connected PACs, 2021-2022.csv",BASF Corp,Germany/BASF SE,"$412,000","$222,000","$190,000"
"data/Foreign Connected PACs, 2021-2022.csv",Bayer Corp (Bayer AG),Germany/Bayer AG,"$209,500","$117,500","$92,000"
"data/Foreign Connected PACs, 2021-2022.csv",Beam Suntory (Suntory Holdings),Japan/Suntory Holdings,"$46,000","$26,000","$20,000"
"data/Foreign Connected PACs, 2021-2022.csv",BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,"$193,000","$101,000","$92,000"
"data/Foreign Connected PACs, 2021-2022.csv",Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$182,900","$86,900","$96,000"
"data/Foreign Connected PACs, 2021-2022.csv",Bombardier Aerospace (Bombardier Inc),Canada/Bombardier Inc,"$36,500","$16,500","$20,000"
"data/Foreign Connected PACs, 2021-2022.csv",BP North America,UK/BP PLC,"($2,000)",$0,"($2,000)"
"data/Foreign Connected PACs, 2021-2022.csv",Bridgestone Americas,Japan/Bridgestone Corp,"$29,500","$15,000","$14,500"
"data/Foreign Connected PACs, 2021-2022.csv",Brookfield Properties Retail (Brookfield Asset Management),Canada/Brookfield Asset Management,"$6,000","$6,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",Bumble Bee Foods (FCF Co),Taiwan/FCF Co,"$6,000","$6,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",CAE USA,Canada/CAE Inc,"$11,000","$6,000","$5,000"
"data/Foreign Connected PACs, 2021-2022.csv",CalPortland Co,Japan/Taiheiyo Cement Co,"$214,000","$13,000","$201,000"
"data/Foreign Connected PACs, 2021-2022.csv",Canopy Growth USA,Canada/Canopy Growth Corp,"$22,500","$11,000","$11,500"
"data/Foreign Connected PACs, 2021-2022.csv",Carmeuse Lime,Netherlands/Carmeuse SA,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",Case New Holland,Netherlands/CNH Industrial,"$101,000","$5,000","$96,000"
"data/Foreign Connected PACs, 2021-2022.csv",CEMEX Inc,Mexico/CEMEX SAB de CV,"$42,500","$16,500","$26,000"
"data/Foreign Connected PACs, 2021-2022.csv",CGI Technologies & Solutions,Canada/CGI Group,"$48,000","$40,000","$8,000"
"data/Foreign Connected PACs, 2021-2022.csv",Chubb Group of Insurance Companies,Switzerland/Chubb Ltd,"$98,000","$51,500","$46,500"
"data/Foreign Connected PACs, 2021-2022.csv",CIBC Bancorp,Canada/Canadian Imperial Bank of Commerce,"$2,000","$2,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",Cirrus Aircraft Corp,China/Aviation Industry Corp of China,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Continental Automotive Systems (Continental AG),Germany/Continental AG,"$59,000","$31,000","$28,000"
"data/Foreign Connected PACs, 2021-2022.csv",Covestro LLC (Covestro AG),Germany/Covestro AG,"$14,000","$9,500","$4,500"
"data/Foreign Connected PACs, 2021-2022.csv",Credit Suisse Securities,Switzerland/Credit Suisse Group,"$55,000","$25,000","$30,000"
"data/Foreign Connected PACs, 2021-2022.csv",CRH Americas (CRH PLC),Ireland/CRH PLC,"$549,600","$208,500","$341,100"
"data/Foreign Connected PACs, 2021-2022.csv",Cronos USA,Canada/Cronos Group,"$33,000","$21,000","$12,000"
"data/Foreign Connected PACs, 2021-2022.csv",CSL Behring,Australia/CSL Ltd,"$55,100","$32,700","$22,400"
"data/Foreign Connected PACs, 2021-2022.csv",Cumberland Farms (EG Group),UK/EG Group,"$2,900",$0,"$2,900"
"data/Foreign Connected PACs, 2021-2022.csv",Delhaize America,Belgium/Ahold Delhaize,"$43,500","$19,000","$24,500"
"data/Foreign Connected PACs, 2021-2022.csv",Deutsche Bank Securities,Germany/Deutsche Bank AG,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Diageo North America (Diageo PLC),UK/Diageo PLC,"$17,575","$12,575","$5,000"
"data/Foreign Connected PACs, 2021-2022.csv",Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$52,353","$24,500","$27,853"
"data/Foreign Connected PACs, 2021-2022.csv",EDF Renewables (EDF Group),France/EDF Group,"$38,000","$32,500","$5,500"
"data/Foreign Connected PACs, 2021-2022.csv",EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$22,000","$20,500","$1,500"
"data/Foreign Connected PACs, 2021-2022.csv",Eisai Inc,Japan/Eisai Co Ltd,"$23,100","$11,300","$11,800"
"data/Foreign Connected PACs, 2021-2022.csv",Elbit Systems of America,Israel/Elbit Systems Ltd,"$63,000","$16,500","$46,500"
"data/Foreign Connected PACs, 2021-2022.csv",Electrolux Home Products,Sweden/AB Electrolux,"$4,500","$1,500","$3,000"
"data/Foreign Connected PACs, 2021-2022.csv",Elekta Inc (Elekta AB),Sweden/Elekta AB,"$88,100","$41,500","$46,600"
"data/Foreign Connected PACs, 2021-2022.csv",Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$61,000","$18,500","$42,500"
"data/Foreign Connected PACs, 2021-2022.csv",EMD Serono Inc,Germany/Merck KGaA,"$149,500","$80,000","$69,500"
"data/Foreign Connected PACs, 2021-2022.csv",Empire District Electric (Algonquin Power & Utilities),Canada/Algonquin Power & Utilities,"($1,000)","($1,000)",$0
"data/Foreign Connected PACs, 2021-2022.csv",Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,"$45,500","$18,500","$27,000"
"data/Foreign Connected PACs, 2021-2022.csv",Enbridge Inc,Canada/Enbridge Inc,"$84,500","$23,500","$61,000"
"data/Foreign Connected PACs, 2021-2022.csv",Endo Pharmaceuticals,Ireland/Endo International,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",ENGIE North America,France/ENGIE,"$21,500","$17,500","$4,000"
"data/Foreign Connected PACs, 2021-2022.csv",Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,"$117,500","$59,500","$58,000"
"data/Foreign Connected PACs, 2021-2022.csv",Essent US Holdings,UK/Essent Group,"$10,500","$2,500","$8,000"
"data/Foreign Connected PACs, 2021-2022.csv",Experian,UK/Experian,"$554,500","$256,500","$298,000"
"data/Foreign Connected PACs, 2021-2022.csv",Farmers Group (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$262,000","$139,000","$123,000"
"data/Foreign Connected PACs, 2021-2022.csv",FGS Global (WPP plc),UK/WPP plc,"$124,250","$71,500","$52,750"
"data/Foreign Connected PACs, 2021-2022.csv",Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$19,500","$11,000","$8,500"
"data/Foreign Connected PACs, 2021-2022.csv",Florida East Coast Industries (SoftBank Corp),Japan/SoftBank Corp,"$62,000","$20,500","$41,500"
"data/Foreign Connected PACs, 2021-2022.csv",Florida East Coast Railway (Grupo Mexico),Mexico/Grupo Mexico,"$2,150","$1,850",$300
"data/Foreign Connected PACs, 2021-2022.csv",Framatome (EDF Group),France/EDF Group,"$32,000","$15,000","$17,000"
"data/Foreign Connected PACs, 2021-2022.csv",Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$405,500","$180,000","$225,500"
"data/Foreign Connected PACs, 2021-2022.csv",G4S Secure Solutions,UK/G4S plc,"$2,900","$2,900",$0
"data/Foreign Connected PACs, 2021-2022.csv",Garmin International (Garmin Ltd),Switzerland/Garmin Ltd,"$117,000","$39,500","$77,500"
"data/Foreign Connected PACs, 2021-2022.csv",GE Appliances,China/Haier Group,"$23,000","$5,000","$18,000"
"data/Foreign Connected PACs, 2021-2022.csv",Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$295,000","$154,500","$140,500"
"data/Foreign Connected PACs, 2021-2022.csv",General Cigar Co,Sweden/Scandinavian Tobacco Group,$500,$0,$500
"data/Foreign Connected PACs, 2021-2022.csv",Genesee & Wyoming (Brookfield Asset Management),Canada/Brookfield Asset Management,"$72,566","$27,164","$45,402"
"data/Foreign Connected PACs, 2021-2022.csv",GenesisCare USA,Australia/GenesisCare,"$17,000","$9,500","$7,500"
"data/Foreign Connected PACs, 2021-2022.csv",Gerdau Ameristeel Corp,Brazil/Gerdau Inc,"$14,000","$6,000","$8,000"
"data/Foreign Connected PACs, 2021-2022.csv",Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$22,000","$7,000","$15,000"
"data/Foreign Connected PACs, 2021-2022.csv",Greyhound Lines (FlixBus Inc),Germany/Flixbus Inc,"$10,500","$6,000","$4,500"
"data/Foreign Connected PACs, 2021-2022.csv",GSK plc,UK/GlaxoSmithKline,"$205,000","$54,000","$151,000"
"data/Foreign Connected PACs, 2021-2022.csv",Haleon plc,UK/Haleon plc,"$2,500",$0,"$2,500"
"data/Foreign Connected PACs, 2021-2022.csv",Hannover Life Reassurance Co,Germany/Hannover Re,"$17,500","$10,000","$7,500"
"data/Foreign Connected PACs, 2021-2022.csv",Hatch LTK (Hatch Ltd),Canada/Hatch Ltd,"$5,800","$5,800",$0
"data/Foreign Connected PACs, 2021-2022.csv",Headwaters Inc,Australia/Boral Ltd,"$10,500","$1,000","$9,500"
"data/Foreign Connected PACs, 2021-2022.csv",Heineken USA,Netherlands/L'Arche Green NV,"$26,000","$14,000","$12,000"
"data/Foreign Connected PACs, 2021-2022.csv",Herbalife International of America,UK/Herbalife Nutrition,"$85,500","$35,500","$50,000"
"data/Foreign Connected PACs, 2021-2022.csv",Holcim US (Holcim Group),Switzerland/Holcim Group,"$37,000","$22,000","$15,000"
"data/Foreign Connected PACs, 2021-2022.csv",Horizon Therapeutics,Ireland/Horizon Pharma PLC,"$149,000","$89,000","$60,000"
"data/Foreign Connected PACs, 2021-2022.csv",HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$34,500","$11,000","$23,500"
"data/Foreign Connected PACs, 2021-2022.csv",HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$61,000","$36,500","$24,500"
"data/Foreign Connected PACs, 2021-2022.csv",IBI Group Engineering Services (Arcadis NV),Netherlands/Arcadis NV,$150,$0,$150
"data/Foreign Connected PACs, 2021-2022.csv",IDEMIA Identity & Security (IDEMIA),France/IDEMIA,"$29,900","$6,000","$23,900"
"data/Foreign Connected PACs, 2021-2022.csv",IGT Global Solutions,Italy/B&D Holding Di Marco Drago e C Sapa,"$42,900","$32,900","$10,000"
"data/Foreign Connected PACs, 2021-2022.csv",Infineon Technologies,Germany/Infineon Technologies AG,"$20,000","$12,500","$7,500"
"data/Foreign Connected PACs, 2021-2022.csv",Intelsat US,Luxembourg/Intelsat Holdings,"$49,000","$25,500","$23,500"
"data/Foreign Connected PACs, 2021-2022.csv",Intergraph Corp,Sweden/Hexagon AB,"$2,900",$0,"$2,900"
"data/Foreign Connected PACs, 2021-2022.csv",Ipsen Biopharmaceuticals,France/Ipsen SA,"$40,000","$22,500","$17,500"
"data/Foreign Connected PACs, 2021-2022.csv",ITG Brands (Imperial Brands),UK/Imperial Brands,"$14,000","$5,500","$8,500"
"data/Foreign Connected PACs, 2021-2022.csv",Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$169,198","$50,998","$118,200"
"data/Foreign Connected PACs, 2021-2022.csv",Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$87,000","$50,000","$37,000"
"data/Foreign Connected PACs, 2021-2022.csv",JBS USA,Brazil/JBS SA,"$18,500","$7,000","$11,500"
"data/Foreign Connected PACs, 2021-2022.csv",John Hancock Life Insurance,Canada/Manulife Financial,"$94,500","$58,500","$36,000"
"data/Foreign Connected PACs, 2021-2022.csv",Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$211,500","$117,500","$94,000"
"data/Foreign Connected PACs, 2021-2022.csv",Komatsu Mining,Japan/Komatsu Ltd,"$20,599","$9,500","$11,099"
"data/Foreign Connected PACs, 2021-2022.csv",Lanxess Corp (Lanxess AG),Germany/Lanxess AG,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Lehigh Hanson,Germany/HeidelbergCement AG,"$102,000","$22,500","$79,500"
"data/Foreign Connected PACs, 2021-2022.csv",Leonardo DRS,Italy/Leonardo SpA,"$204,000","$76,500","$127,500"
"data/Foreign Connected PACs, 2021-2022.csv",Liberty Utilities (Algonquin Power & Utilities),Canada/Algonquin Power & Utilities,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Lincare Holdings (Linde plc),UK/Linde plc,"$23,500","$6,000","$17,500"
"data/Foreign Connected PACs, 2021-2022.csv",Linde plc (Linde plc),UK/Linde Plc,"$11,000","$11,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",Livanova USA,UK/Livanova Plc,"$6,000","$4,000","$2,000"
"data/Foreign Connected PACs, 2021-2022.csv",Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$2,000",$0,"$2,000"
"data/Foreign Connected PACs, 2021-2022.csv",LSEG US,UK/London Stock Exchange Group,"$2,000","$2,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",Lundbeck Inc,Denmark/H Lundbeck A/S,"$127,400","$72,400","$55,000"
"data/Foreign Connected PACs, 2021-2022.csv",LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$95,000","$41,500","$53,500"
"data/Foreign Connected PACs, 2021-2022.csv",Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$60,500","$29,500","$31,000"
"data/Foreign Connected PACs, 2021-2022.csv",Mallinckrodt Pharmaceuticals,UK/Mallinckrodt Plc,$500,"$4,500","($4,000)"
"data/Foreign Connected PACs, 2021-2022.csv",MBDA Inc,UK/MBDA,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",Medtronic Inc,Ireland/Medtronic Plc,"$225,000","$119,000","$106,000"
"data/Foreign Connected PACs, 2021-2022.csv",Mercedes-Benz USA (Mercedes-Benz Group),Germany/Mercedes-Benz Group,"$3,500",$0,"$3,500"
"data/Foreign Connected PACs, 2021-2022.csv",Messer North America,Germany/Messer Group,"$28,500","$12,000","$16,500"
"data/Foreign Connected PACs, 2021-2022.csv",Mitsubishi Power (Mitsubishi Heavy Industries),Japan/Mitsubishi Heavy Industries,"$1,000",$0,"$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",Molson Coors Beverage Co (Molson Coors Brewing),Canada/Molson Coors Brewing,"$77,500","$23,000","$54,500"
"data/Foreign Connected PACs, 2021-2022.csv",MUFG Americas,Japan/Mitsubishi UFJ Financial Group,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Munich American Reassurance,Germany/Munich Re Group,"$12,500","$5,000","$7,500"
"data/Foreign Connected PACs, 2021-2022.csv",Nammo Inc (Nammo AS),Norway/Nammo AS,"$9,000","$2,000","$7,000"
"data/Foreign Connected PACs, 2021-2022.csv",National Grid USA (National Grid plc),UK/National Grid plc,"$58,500","$49,500","$9,000"
"data/Foreign Connected PACs, 2021-2022.csv",Navistar International (Volkswagen AG),Germany/Volkswagen Group,"$3,500","$2,500","$1,000"
"data/Foreign Connected PACs, 2021-2022.csv",Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Nomura Holding America,Japan/Nomura Holdings,"$49,500","$19,500","$30,000"
"data/Foreign Connected PACs, 2021-2022.csv",NOVA Chemicals,United Arab Emirates/International Petroleum Investment Co,$0,$0,$0
"data/Foreign Connected PACs, 2021-2022.csv",Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$281,500","$159,500","$122,000"
"data/Foreign Connected PACs, 2021-2022.csv",Novo Nordisk,Denmark/Novo Nordisk A/S,"$288,250","$147,250","$141,000"
"data/Foreign Connected PACs, 2021-2022.csv",Novocure Inc,UK/Novocure,"$94,500","$46,000","$48,500"
"data/Foreign Connected PACs, 2021-2022.csv",Nutrien Ag Solutions,Canada/Nutrien Ltd,"$46,500","$15,000","$31,500"
"data/Foreign Connected PACs, 2021-2022.csv",Otsuka America (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$125,500","$71,500","$54,000"
"data/Foreign Connected PACs, 2021-2022.csv",Permobil Inc (Investor AB),Sweden/Investor AB,"$1,000","$1,000",$0
"data/Foreign Connected PACs, 2021-2022.csv",Pernod Ricard USA,France/Pernod Ricard SA,"$27,000","$13,500","$13,500"
"data/Foreign Connected PACs, 2021-2022.csv",Pharmavite LLC (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$94,500","$50,000","$44,500"
"data/Foreign Connected PACs, 2021-2022.csv",Philips Electronics North America (Philips),Netherlands/Philips,"$119,750","$54,250","$65,500"
"data/Foreign Connected PACs, 2021-2022.csv",Prime Policy Group (WPP plc),UK/WPP plc,"$42,750","$24,500","$18,250"
"data/Foreign Connected PACs, 2021-2022.csv",Protective Life Corp (Dai-Ichi Life),Japan/Dai-Ichi Life,"$177,000","$46,500","$130,500"
"data/Foreign Connected PACs, 2021-2022.csv",Purpose Financial (Grupo Salinas),Mexico/Grupo Salinas,"$46,500","$18,500","$28,000"
